   0.0000000e+00   6.5000000e+00   1.0000000e+00
  -0.0000000e+00  -6.5000000e+00  -1.0000000e+00
   1.2558939e+00   6.3138052e+00   1.0000000e+00
  -1.2558939e+00  -6.3138052e+00  -1.0000000e+00
   2.4396068e+00   5.8897320e+00   1.0000000e+00
  -2.4396068e+00  -5.8897320e+00  -1.0000000e+00
   3.5070370e+00   5.2486520e+00   1.0000000e+00
  -3.5070370e+00  -5.2486520e+00  -1.0000000e+00
   4.4194173e+00   4.4194174e+00   1.0000000e+00
  -4.4194173e+00  -4.4194174e+00  -1.0000000e+00
   5.1447182e+00   3.4375909e+00   1.0000000e+00
  -5.1447182e+00  -3.4375909e+00  -1.0000000e+00
   5.6587621e+00   2.3439361e+00   1.0000000e+00
  -5.6587621e+00  -2.3439361e+00  -1.0000000e+00
   5.9460107e+00   1.1827352e+00   1.0000000e+00
  -5.9460107e+00  -1.1827352e+00  -1.0000000e+00
   6.0000000e+00   1.6076938e-07   1.0000000e+00
  -6.0000000e+00  -1.6076938e-07  -1.0000000e+00
   5.8234126e+00  -1.1583486e+00   1.0000000e+00
  -5.8234126e+00   1.1583486e+00  -1.0000000e+00
   5.4277923e+00  -2.2482650e+00   1.0000000e+00
  -5.4277923e+00   2.2482650e+00  -1.0000000e+00
   4.8329172e+00  -3.2292518e+00   1.0000000e+00
  -4.8329172e+00   3.2292518e+00  -1.0000000e+00
   4.0658642e+00  -4.0658638e+00   1.0000000e+00
  -4.0658642e+00   4.0658638e+00  -1.0000000e+00
   3.1598059e+00  -4.7289833e+00   1.0000000e+00
  -3.1598059e+00   4.7289833e+00  -1.0000000e+00
   2.1525946e+00  -5.1968223e+00   1.0000000e+00
  -2.1525946e+00   5.1968223e+00  -1.0000000e+00
   1.0851902e+00  -5.4556181e+00   1.0000000e+00
  -1.0851902e+00   5.4556181e+00  -1.0000000e+00
   2.9474386e-07  -5.5000000e+00   1.0000000e+00
  -2.9474386e-07   5.5000000e+00  -1.0000000e+00
  -1.0608033e+00  -5.3330200e+00   1.0000000e+00
   1.0608033e+00   5.3330200e+00  -1.0000000e+00
  -2.0569231e+00  -4.9658526e+00   1.0000000e+00
   2.0569231e+00   4.9658526e+00  -1.0000000e+00
  -2.9514666e+00  -4.4171825e+00   1.0000000e+00
   2.9514666e+00   4.4171825e+00  -1.0000000e+00
  -3.7123104e+00  -3.7123108e+00   1.0000000e+00
   3.7123104e+00   3.7123108e+00  -1.0000000e+00
  -4.3132484e+00  -2.8820209e+00   1.0000000e+00
   4.3132484e+00   2.8820209e+00  -1.0000000e+00
  -4.7348825e+00  -1.9612529e+00   1.0000000e+00
   4.7348825e+00   1.9612529e+00  -1.0000000e+00
  -4.9652254e+00  -9.8764514e-01   1.0000000e+00
   4.9652254e+00   9.8764514e-01  -1.0000000e+00
  -5.0000000e+00  -4.0192345e-07   1.0000000e+00
   5.0000000e+00   4.0192345e-07  -1.0000000e+00
  -4.8426274e+00   9.6325806e-01   1.0000000e+00
   4.8426274e+00  -9.6325806e-01  -1.0000000e+00
  -4.5039129e+00   1.8655813e+00   1.0000000e+00
   4.5039129e+00  -1.8655813e+00  -1.0000000e+00
  -4.0014478e+00   2.6736814e+00   1.0000000e+00
   4.0014478e+00  -2.6736814e+00  -1.0000000e+00
  -3.3587575e+00   3.3587569e+00   1.0000000e+00
   3.3587575e+00  -3.3587569e+00  -1.0000000e+00
  -2.6042358e+00   3.8975136e+00   1.0000000e+00
   2.6042358e+00  -3.8975136e+00  -1.0000000e+00
  -1.7699113e+00   4.2729427e+00   1.0000000e+00
   1.7699113e+00  -4.2729427e+00  -1.0000000e+00
  -8.9010006e-01   4.4748327e+00   1.0000000e+00
   8.9010006e-01  -4.4748327e+00  -1.0000000e+00
