 -0.03999981 -0.95188915 -0.04193343
  0.75370776  0.35672299  0.02400178
  0.63861482 -0.60815261 -0.00913468
 -0.08597725 -0.10205975  0.28399653
 -0.54225774 -0.77828654  0.00229326
  0.16907425  0.15759771  0.03625560
  0.48575935  0.54548271  0.11946067
  0.05521580 -0.28386008 -0.02984303
 -0.32031184  0.80369519  0.09576016
  0.34814333 -0.34849695 -0.03585883
  0.71883113  0.40702857  0.02651887
  0.83887130  0.21563462  0.01825346
 -0.36509829  0.01708216 -0.23055875
  0.72532081 -0.98436598 -0.00022740
  0.17480460  0.69758486  0.38237874
 -0.69854103 -0.32912774 -0.01360527
 -0.58415942  0.01272541 -0.21598957
  0.61591966 -0.95457548 -0.00146527
  0.93011798 -0.30692809  0.00404638
  0.17382083 -0.41215487 -0.42238125
 -0.74420180 -0.99655522  0.00018431
 -0.63668318 -0.45822890  0.01005391
 -0.75227654  0.47638667 -0.00488252
  0.61824976  0.06786029  0.18650639
  0.80217101 -0.81344170 -0.00035097
 -0.81376034  0.19520057 -0.02784468
  0.55073692  0.71110191  0.03330534
  0.64580054 -0.41069048  0.02662946
  0.37136183 -0.74935588 -0.10358972
  0.30464806 -0.45435102 -0.27836179
  0.91341858 -0.16942100  0.00885555
  0.16538097  0.40313840  0.47230381
 -0.42458579 -0.73163250 -0.01102721
  0.72334882 -0.38517337  0.02193054
  0.68086386  0.08541092  0.11820045
 -0.68119567 -0.20819951 -0.05598969
 -0.85601675 -0.71630966  0.00052647
  0.25002048 -0.90203920 -0.05389748
 -0.79050640 -0.59639767  0.00181141
  0.11061496  0.09677031 -0.00535937
 -0.17233768 -0.23447600  0.37125728
 -0.39082097  0.94119782  0.01551871
  0.66535978  0.53345829  0.02593795
 -0.65327940 -0.96626344  0.00051099
 -0.65308757 -0.12520722 -0.10662663
 -0.73524677  0.59081977  0.00207412
  0.44976773 -0.82251901 -0.03210654
 -0.85486270 -0.95980988  0.00007962
 -0.07620152 -0.74807219 -0.25950905
  0.50046416  0.28849313  0.17736646
  0.61828899 -0.00976130  0.19519413
  0.96426967 -0.21456867  0.00382666
 -0.00235372 -0.26017686  0.12641197
 -0.49199877 -0.37947145  0.04729075
  0.61599584 -0.34912091  0.05845276
 -0.01667587  0.93248703  0.06823833
 -0.98475331 -0.48572724 -0.00008648
  0.81218776 -0.13434388  0.03249448
  0.05792894 -0.51924850 -0.64387175
  0.07088610 -0.13854444  0.08344167
  0.33011083  0.28576609  0.22202434
  0.14086134  0.42089791  0.54319545
 -0.64881505 -0.90326690  0.00091707
  0.98686499  0.74499156  0.00008574
  0.49945300  0.63163375  0.08032025
  0.68608770  0.77082323  0.00512298
  0.36884766 -0.19187369  0.22643217
  0.92113806  0.59417337  0.00077571
  0.36199893  0.85375466  0.04844302
 -0.14354240 -0.01320188  0.18393259
 -0.09542430 -0.97758316 -0.02584933
  0.88395473  0.56542852  0.00159857
  0.92309855  0.03380314  0.00969267
  0.71361021  0.28661696  0.04821570
 -0.68113115  0.12691453 -0.11125033
  0.89102699  0.97051455  0.00003739
 -0.18306485  0.89991534  0.07243309
  0.19235330 -0.31412281 -0.15935147
  0.94627941 -0.09618582  0.00668460
 -0.42590937 -0.21321060 -0.00488224
  0.96726779 -0.75676937  0.00000122
 -0.20481306  0.43672527  0.45952649
  0.43923257  0.36563866  0.19108088
  0.03617055 -0.84401862 -0.14650244
  0.14342570 -0.23923848 -0.02557572
  0.57665833  0.46957374  0.07156216
 -0.91388995  0.14408781 -0.01008208
 -0.35205511 -0.16267938  0.03677805
 -0.61593922 -0.59938693  0.00960246
 -0.03492032 -0.52121123 -0.53783801
 -0.65972677  0.86747763  0.00253670
  0.36192968  0.51697968  0.27852689
 -0.04800436  0.88743547  0.10941852
  0.34606049 -0.04738569  0.30349534
 -0.64367666  0.33436502 -0.05492583
 -0.16522596 -0.73934073 -0.18784477
  0.36533048  0.12031273  0.29117103
  0.79327663 -0.47352280  0.00498952
  0.16327359  0.14609792  0.02796843
 -0.86595919  0.35207670 -0.00681386
 -0.98517559  0.15346083 -0.00377901
  0.52545780 -0.29675417  0.12296169
  0.65280935  0.60570616  0.02140813
 -0.79059850 -0.87187296  0.00037737
 -0.58521777 -0.47356193  0.01891907
 -0.02328507  0.53525892  0.80659934
  0.97965879 -0.29425892  0.00217070
 -0.23590014  0.94238402  0.03692994
 -0.07279585 -0.00593012  0.17542136
 -0.67319009 -0.88229957  0.00094976
 -0.01565073 -0.67031074 -0.45717993
  0.58160211 -0.49742784 -0.00630378
 -0.62939363 -0.38592758  0.00263982
  0.75069666 -0.81421567 -0.00085325
  0.27339803 -0.68107656 -0.27478260
 -0.82499547  0.52371969 -0.00125287
  0.06754009  0.41624564  0.60580375
 -0.75827366 -0.24187758 -0.02548127
  0.17211967  0.24257313  0.10831647
 -0.47634423  0.50578151  0.06785352
  0.95300113 -0.28631389  0.00329670
  0.74235621 -0.83688164 -0.00082105
  0.75795111  0.51231108  0.01064612
 -0.19002914  0.22873474  0.05030990
  0.35035046  0.71507869  0.15415178
  0.48556195  0.70379443  0.06212708
 -0.02093878 -0.81495200 -0.17876995
 -0.15098150 -0.49975654 -0.25253758
  0.21620010  0.71725132  0.29633013
  0.41175309  0.30243239  0.21502870
  0.57048300 -0.16878928  0.19814029
 -0.77513202  0.60433741  0.00104327
 -0.31150824  0.40582887  0.18990131
  0.29893771 -0.99866208 -0.01359526
 -0.47636674 -0.53371592  0.02640188
  0.65603570  0.02463106  0.15130314
